SUBID,Product Name,Merchant Sale Amount,Cash back,Advertiser Name,AN, Date ,transaction_id
5438399f6e363,Information Security Policies Made Easy Version 12,755.25,49.09,Amazon.com,Amazon,9/2/2014,1881585174
543817aa655a8,PANDUIT - LJSL2-Y3-5 - SELF LAMINATING CABLE ID MARKERS,405.65,32.45,Third Party,Amazon,9/3/2014,B005T88IMU
543839dd66592,"Avery Easy Peel White Mailing Labels for Laser Printers, 1 x 2.62 Inch, Box of 3000 Labels (5160)",46.58,1.86,Amazon.com,Amazon,9/4/2014,B00006B8FZ
543c2f2915be9,"Avery Easy Peel White Mailing Labels for Laser Printers, 1 x 2.62 Inch, Box of 3000 Labels (5160)",46.58,1.86,Amazon.com,Amazon,9/5/2014,B00006B8FZ
543836c498f6e,360 Degree Rotating PU Leather Case Cover With Swivel Stand for ipad air ipad 5 (Polka Dot Black),9.45,0.38,Third Party,Amazon,9/6/2014,B00H6I8EB6
54380b0a55d94,"JVC LT-32DE73 32"" 720p LED HDTV and DVD Player Combo TV",329,13.16,Third Party,Amazon,9/7/2014,B00CMDVQBK
543836c498f6e,Plugable USB to RS-232 DB9 Serial Adapter (Prolific PL2303HX Rev D Chipset),29.9,1.2,Third Party,Amazon,9/8/2014,B00425S1H8
5438399f6e363,"VideoSecu LED LCD TV Wall Mount for 23 to 55 inch Televisions up to 88 lb VESA 400x400 mm with Full Motion Swivel Articulating Arm, 20 in Extension an",28,1.12,Third Party,Amazon,9/9/2014,B000WYVBR0
543817aa655a8,Sansui SLEDVD329 32-Inch 720p 60Hz LCD HD TV,334.65,13.39,Third Party,Amazon,9/10/2014,B00BFRWZA0
5438399f6e363,"USB Cable / Cord Mini B 8 pin For Digitial camera, MP3 players, PDA's and MORE! Olympus, Pansonic, Vivitar, Nikon (UC-E6 size), Konica, Fuji, Pentax (",2.53,0.1,Third Party,Amazon,9/11/2014,B0031HG5XU
5438399f6e363,"JVC LT-32DE73 32"" 720p LED HDTV and DVD Player Combo TV",824.97,33,Third Party,Amazon,9/12/2014,B00CMDVQBK
543817aa655a8,Change by Design: How Design Thinking Transforms Organizations and Inspires Innovation,7.98,0.52,Third Party,Amazon,9/13/2014,61766089
543836c498f6e,The Thin Book of SOAR; Building Strengths-Based Strategy,8.65,0.56,Third Party,Amazon,9/14/2014,982206801
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,21,0.84,Macys.com,flex_offers,9/15/2014,435871231
5438399f6e363,Nine West &quot;Neo Geo&quot; Medium Satchel,24,0.96,Macys.com,flex_offers,9/16/2014,435871228
5438399f6e363,Nine West &quot;Neo Geo&quot; Medium Satchel,75,3,Macys.com,flex_offers,9/17/2014,435871229
54383a141e5f2,Nine West &quot;Neo Geo&quot; Medium Satchel,36,1.44,Macys.com,flex_offers,9/18/2014,435871230
54380b0a55d94,Pink Ballet Basic Tutu for Girls Dance Dress up Photos Princess Party,6.3,0.44,Third Party,Amazon,9/19/2014,B008X6CBS2
543817aa655a8,"LeapFrog Digital Download Card (works with all LeapPad Tablets, LeapsterGS and LeapReader)",29.98,2.1,Amazon.com,Amazon,9/20/2014,B004Z7H2EQ
5438399f6e363,Lite On Plextor M5M 0.85-Inch 256GB mSATA Solid State Drive (M5M 256GB),199.99,8,Amazon.com,Amazon,9/21/2014,B00B5BRIF8
5438399f6e363,Stand Up Desk | Exercise at Work | Standing Desk | Standup Desk - FREE SHIPPING,129.95,5.2,Third Party,Amazon,9/22/2014,B008MPUU78
54380b0a55d94,Lenovo IdeaPad Flex 15 15.6-Inch Touchscreen Laptop (59406981) Black,2239.96,89.6,Amazon.com,Amazon,9/23/2014,B00HIY9I4K
543817aa655a8,8U 18-inch Wall/Desk/Ceiling Rack,90.18,3.61,Third Party,Amazon,9/24/2014,B002E1PXPK
5438399f6e363,Kendall Howard Vented Componenet Shelf,132.9,5.31,Third Party,Amazon,9/25/2014,B001N81X90
543836c498f6e,Order No:702760,22.49,0.67,macys.com,link_share,9/26/2014,R1033416219
543839dd66592,Order No:258450,31.49,0.94,macys.com,link_share,9/27/2014,R1033416219
543817aa655a8,NETGEAR Powerline 500 Mbps 4-port Network Adapter Kit (XAVB5004),448.8,17.94,Third Party,Amazon,9/28/2014,B004PA9PBQ
54380b0a55d94,Crucial 16GB Kit (8GBx2) DDR3 1600 MHz (PC3-12800) CL11 SODIMM 204-Pin 1.35V/1.5V Notebook Memory for Mac CT2C8G3S160BM,4899.65,196,Amazon.com,Amazon,9/29/2014,B008LTBJFW
