Subtracking,Product Name,Cash back,Merchant Sale Amount,AN,Advertiser Name, Date ,transaction_id
545d1bcc440e0,NORDSTROM,386.381,1931.905,flex_offers,Nordstrom,10/20/2014,4807822
545d1bcc440e0,NORDSTROM,390.367,3548.790909,flex_offers,Nordstrom,10/21/2014,4612424
545d1bcc440e0,NORDSTROM,394.353,3943.53,flex_offers,Nordstrom,10/22/2014,4814309
545d1bcc440e0,NORDSTROM,398.339,7966.78,flex_offers,Nordstrom,10/23/2014,4556654
545d1bcc440e0,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",402.325,4023.25,flex_offers,Nordstrom,10/24/2014,4616247
545d1bcc440e0,NORDSTROM,406.311,2031.555,flex_offers,Nordstrom,10/25/2014,4772594
545d1bcc440e0,Nine West &quot;Neo Geo&quot; Medium Satchel,410.297,3729.972727,flex_offers,Nordstrom,10/26/2014,4875443
545d1bcc440e0,Nine West &quot;Neo Geo&quot; Medium Satchel,414.283,4142.83,flex_offers,Nordstrom,10/27/2014,4703929
545d1bcc440e0,Nine West &quot;Neo Geo&quot; Medium Satchel,418.269,8365.38,flex_offers,FTD,10/28/2014,4886152
545d1bcc440e0,Nine West &quot;Neo Geo&quot; Medium Satchel,422.255,4222.55,flex_offers,FTD,10/29/2014,4718889
545d1bcc440e0,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",426.241,2131.205,link_share,FTD,10/30/2014,4594232
545d1bcc440e0,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,430.227,3911.154545,link_share,FTD,10/31/2014,4759888
545d1bcc440e0,Nine West &quot;Neo Geo&quot; Medium Satchel,434.213,4342.13,link_share,Foot Locker,11/1/2014,4960768
545d1bcc440e0,Foot Locker Default Link,438.199,8763.98,link_share,Foot Locker,11/2/2014,4605331
545d1bcc440e0,WhiteHouseBlackMarket.com,442.185,4421.85,link_share,Foot Locker,11/3/2014,4559342
545d1bcc440e0,Chico's.com,446.171,2230.855,link_share,Foot Locker,11/4/2014,4806835
545d1bcc440e0,Shop AnnTaylor.com,450.157,4092.336364,link_share,Foot Locker,11/5/2014,4913434
545d1bcc440e0,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",454.143,4541.43,Amazon,Foot Locker,11/6/2014,4646861
545d1bcc440e0,Shop StarbucksStore.com!,458.129,9162.58,Amazon,Nike,11/7/2014,4535480
545d1bcc440e0,Shop StarbucksStore.com!,462.115,4621.15,Amazon,Nike,11/8/2014,4602560
545d1bcc440e0,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",466.101,2330.505,commission_junction,Nike,11/9/2014,4900740
545d1bcc440e0,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",470.087,4273.518182,commission_junction,Nike,11/10/2014,4926546
