Subtracking,Product Name,Cash back,Merchant Sale Amount,AN,Advertiser Name, Date ,transaction_id
54380b0a55d94,NORDSTROM,167.151,835.755,flex_offers,Nordstrom,11/10/2014,4559495
54380b0a55d94,NORDSTROM,171.137,1555.790909,flex_offers,Nordstrom,11/10/2014,4751692
54380b0a55d94,NORDSTROM,175.123,1751.23,flex_offers,Nordstrom,11/10/2014,4826077
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",179.109,3582.18,flex_offers,Nordstrom,11/10/2014,4815109
54380b0a55d94,NORDSTROM,183.095,1830.95,flex_offers,Nordstrom,11/10/2014,4581921
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,187.081,935.405,flex_offers,Nordstrom,11/10/2014,4990159
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,191.067,1736.972727,flex_offers,Nordstrom,11/10/2014,4696634
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,195.053,1950.53,flex_offers,FTD,11/10/2014,4809086
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,199.039,3980.78,flex_offers,FTD,11/10/2014,4569822
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",203.025,2030.25,link_share,FTD,11/10/2014,4897378
54380b0a55d94,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,207.011,1035.055,link_share,FTD,11/10/2014,4581194
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,210.997,1918.154545,link_share,Foot Locker,11/10/2014,4509466
54380b0a55d94,Foot Locker Default Link,214.983,2149.83,link_share,Foot Locker,11/10/2014,4606067
54380b0a55d94,WhiteHouseBlackMarket.com,218.969,4379.38,link_share,Foot Locker,11/10/2014,4534293
54380b0a55d94,Chico's.com,222.955,2229.55,link_share,Foot Locker,11/10/2014,4792850
54380b0a55d94,Shop AnnTaylor.com,226.941,1134.705,link_share,Foot Locker,11/10/2014,4685375
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",230.927,2099.336364,Amazon,Foot Locker,11/10/2014,4685797
54380b0a55d94,Shop StarbucksStore.com!,234.913,2349.13,Amazon,Nike,11/10/2014,4538910
54380b0a55d94,Shop StarbucksStore.com!,238.899,4777.98,Amazon,Nike,11/10/2014,4785682
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",242.885,2428.85,commission_junction,Nike,11/10/2014,4586641
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",246.871,1234.355,commission_junction,Nike,11/10/2014,4583533
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",250.857,2280.518182,flex_offers,Go Daddy,11/10/2014,4610925
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",254.843,2548.43,flex_offers,Go Daddy,11/10/2014,4991767
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",258.829,5176.58,flex_offers,Go Daddy,11/10/2014,4873497
54380b0a55d94,NORDSTROM,262.815,2628.15,flex_offers,Go Daddy,11/10/2014,4749367
54380b0a55d94,NORDSTROM,266.801,1334.005,flex_offers,Go Daddy,11/10/2014,4784092
54380b0a55d94,NORDSTROM,270.787,2461.7,flex_offers,Nordstrom,11/10/2014,4611359
54380b0a55d94,NORDSTROM,274.773,2747.73,flex_offers,Nordstrom,11/10/2014,4534577
54380b0a55d94,NORDSTROM,278.759,5575.18,flex_offers,Nordstrom,11/10/2014,4507585
54380b0a55d94,NORDSTROM,282.745,2827.45,flex_offers,Nordstrom,11/10/2014,4870505
54380b0a55d94,NORDSTROM,286.731,1433.655,flex_offers,Nordstrom,11/10/2014,4935150
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",290.717,2642.881818,flex_offers,Nordstrom,11/10/2014,4758626
54380b0a55d94,NORDSTROM,294.703,2947.03,flex_offers,Nordstrom,11/10/2014,4817666
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,298.689,5973.78,flex_offers,Nordstrom,11/10/2014,4737502
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,302.675,3026.75,flex_offers,Nordstrom,11/10/2014,4746738
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,306.661,1533.305,flex_offers,FTD,11/10/2014,4635598
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,310.647,2824.063636,flex_offers,FTD,11/10/2014,4908042
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",314.633,3146.33,link_share,FTD,11/10/2014,4667316
54380b0a55d94,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,318.619,6372.38,link_share,FTD,11/10/2014,4528784
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,322.605,3226.05,link_share,Foot Locker,11/10/2014,4647723
54380b0a55d94,Foot Locker Default Link,326.591,1632.955,link_share,Foot Locker,11/10/2014,4598697
54380b0a55d94,WhiteHouseBlackMarket.com,330.577,3005.245455,link_share,Foot Locker,11/10/2014,4942884
54380b0a55d94,Chico's.com,334.563,3345.63,link_share,Foot Locker,11/10/2014,4606821
54380b0a55d94,Shop AnnTaylor.com,338.549,6770.98,link_share,Foot Locker,11/10/2014,4989306
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",342.535,3425.35,Amazon,Foot Locker,11/10/2014,4591132
54380b0a55d94,Shop StarbucksStore.com!,346.521,1732.605,Amazon,Nike,11/10/2014,4778668
54380b0a55d94,Shop StarbucksStore.com!,350.507,3186.427273,Amazon,Nike,11/10/2014,4744909
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",354.493,3544.93,commission_junction,Nike,11/10/2014,4577643
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",358.479,7169.58,commission_junction,Nike,11/10/2014,4872838
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",362.465,3624.65,flex_offers,Go Daddy,11/10/2014,4788408
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",366.451,1832.255,flex_offers,Go Daddy,11/10/2014,4623925
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",370.437,3367.609091,flex_offers,Go Daddy,11/10/2014,4735035
54380b0a55d94,NORDSTROM,374.423,3744.23,flex_offers,Go Daddy,11/10/2014,4501026
54380b0a55d94,NORDSTROM,378.409,7568.18,flex_offers,Go Daddy,11/10/2014,4664192
54380b0a55d94,NORDSTROM,382.395,3823.95,flex_offers,Nordstrom,11/10/2014,4774042
54380b0a55d94,NORDSTROM,386.381,1931.905,flex_offers,Nordstrom,11/10/2014,4807822
54380b0a55d94,NORDSTROM,390.367,3548.790909,flex_offers,Nordstrom,11/10/2014,4612424
54380b0a55d94,NORDSTROM,394.353,3943.53,flex_offers,Nordstrom,11/10/2014,4814309
54380b0a55d94,NORDSTROM,398.339,7966.78,flex_offers,Nordstrom,11/10/2014,4556654
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",402.325,4023.25,flex_offers,Nordstrom,11/10/2014,4616247
54380b0a55d94,NORDSTROM,406.311,2031.555,flex_offers,Nordstrom,11/10/2014,4772594
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,410.297,3729.972727,flex_offers,Nordstrom,11/10/2014,4875443
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,414.283,4142.83,flex_offers,Nordstrom,11/10/2014,4703929
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,418.269,8365.38,flex_offers,FTD,11/10/2014,4886152
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,422.255,4222.55,flex_offers,FTD,11/10/2014,4718889
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",426.241,2131.205,link_share,FTD,11/10/2014,4594232
54380b0a55d94,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,430.227,3911.154545,link_share,FTD,11/10/2014,4759888
54380b0a55d94,Nine West &quot;Neo Geo&quot; Medium Satchel,434.213,4342.13,link_share,Foot Locker,11/10/2014,4960768
54380b0a55d94,Foot Locker Default Link,438.199,8763.98,link_share,Foot Locker,11/10/2014,4605331
54380b0a55d94,WhiteHouseBlackMarket.com,442.185,4421.85,link_share,Foot Locker,11/10/2014,4559342
54380b0a55d94,Chico's.com,446.171,2230.855,link_share,Foot Locker,11/10/2014,4806835
54380b0a55d94,Shop AnnTaylor.com,450.157,4092.336364,link_share,Foot Locker,11/10/2014,4913434
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",454.143,4541.43,Amazon,Foot Locker,11/10/2014,4646861
54380b0a55d94,Shop StarbucksStore.com!,458.129,9162.58,Amazon,Nike,11/10/2014,4535480
54380b0a55d94,Shop StarbucksStore.com!,462.115,4621.15,Amazon,Nike,11/10/2014,4602560
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",466.101,2330.505,commission_junction,Nike,11/10/2014,4900740
54380b0a55d94,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",470.087,4273.518182,commission_junction,Nike,11/10/2014,4926546
